"","site_code","quadrat_num","PFT","weight_observed","cover_percent","cover_predicted","quad_label","weight_predicted_ci","weight_predicted","weight_predicted_lwr","weight_predicted_upr"
"23","AUFEIS","30m","FORBS",3.388,"2","0.83","AUFEIS 30m",0.0753389857709408,0.0662276274524629,0.0462403781712055,0.102138792164624
"24","AUFEIS","30m","GRAMINOIDS",11.074,"76","65.57","AUFEIS 30m",3.78679420035041,9.86992777342675,7.95036549915676,11.7438823738485
"25","AUFEIS","50m","DECIDUOUS SHRUBS",5.437,"12","1.41","AUFEIS 50m",0.253550683148205,0.52572887390852,0.554165726527572,0.651132708415389
"26","AUFEIS","50m","EVERGREEN SHRUBS",3.512,"6","17.74","AUFEIS 50m",4.83018764900044,5.67443737981375,3.47333699115552,7.96145038522081
"27","AUFEIS","50m","FORBS",7.319,"16.01","0.9","AUFEIS 50m",0.163643670268357,0.172914765775204,0.0933215990662575,0.274594275280833
"28","AUFEIS","50m","GRAMINOIDS",6.176,"60","53.52","AUFEIS 50m",3.78163535342901,9.89427446195623,8.21852996927919,12.2842839863733
"29","AUFEIS","70m","DECIDUOUS SHRUBS",0.342,"2","0.83","AUFEIS 70m",0.0399596630595624,0.0886281947605312,0.0586729887872934,0.112534793093801
"30","AUFEIS","70m","EVERGREEN SHRUBS",2.64,"8","22.06","AUFEIS 70m",4.05136056197807,4.95040347205941,3.19360072840936,7.04305851424579
"31","AUFEIS","70m","FORBS",4.222,"5","0.35","AUFEIS 70m",NA,0.0352867431938648,0.0321737453341484,0.0624659582972527
"32","AUFEIS","70m","GRAMINOIDS",8.227,"60","27.58","AUFEIS 70m",1.67269889367162,3.76467638683971,2.8960260762251,4.85521769057959
"33","AUFEIS","90m","DECIDUOUS SHRUBS",0,"5","2.82","AUFEIS 90m",1.37935994658619,2.73341588769108,2.24287032429129,3.63340075779706
"34","AUFEIS","90m","EVERGREEN SHRUBS",0.391,"2","3.77","AUFEIS 90m",0.333985305158421,0.534992313012481,0.378234435338527,0.720072629861534
"35","AUFEIS","90m","FORBS",3.59,"9","0.76","AUFEIS 90m",0.0648980955593288,0.0956476023420691,0.0625439259456471,0.113350761123002
"36","AUFEIS","90m","GRAMINOIDS",6.564,"70","77.36","AUFEIS 90m",3.41458536974096,8.7580316272215,7.00180260828347,10.5225579951075
"37","BABBAGE","10m","DECIDUOUS SHRUBS",10.748,"8","11.78","BABBAGE 10m",6.49505611439236,15.784720113501,12.6396733713336,19.3539783004671
"38","BABBAGE","10m","EVERGREEN SHRUBS",44.531,"26","31.5","BABBAGE 10m",13.6272847786895,28.258328740485,21.2882262584753,34.6693576895632
"39","BABBAGE","10m","FORBS",2.224,"4.02","3.86","BABBAGE 10m",1.74113919120282,2.56546602770686,1.79634487815201,3.75447847135365
"40","BABBAGE","10m","GRAMINOIDS",8.917,"50","49.04","BABBAGE 10m",5.39354961388744,12.4406942269125,10.9397070825798,15.6843102049315
"41","BABBAGE","30m","DECIDUOUS SHRUBS",85.356,"47.01","38.36","BABBAGE 30m",25.6440025465563,65.0942483232357,53.8639113460667,78.161705498118
"42","BABBAGE","30m","EVERGREEN SHRUBS",7.447,"4","8.24","BABBAGE 30m",3.98920684913173,9.10795311816037,7.07176840025932,10.9382438622415
"43","BABBAGE","30m","FORBS",5.168,"20.03","19.58","BABBAGE 30m",12.556588312611,12.5660091079772,6.55051530152559,20.2701418697834
"44","BABBAGE","30m","GRAMINOIDS",3.559,"6","19.99","BABBAGE 30m",1.81941381274373,4.42998788598925,3.76538417371921,5.84128175186925
"45","BABBAGE","50m","DECIDUOUS SHRUBS",42.486,"54","55.66","BABBAGE 50m",20.7144692769507,54.5998592337128,44.3478124003159,64.9833602837753
"46","BABBAGE","50m","EVERGREEN SHRUBS",54.124,"24","24.36","BABBAGE 50m",4.2595703859115,8.43310882407241,6.81150687893387,10.7032730535138
"47","BABBAGE","50m","FORBS",1.21,"0.02","3.5","BABBAGE 50m",0.887183343525976,1.42376554757357,0.795863043516874,2.01158508518711
"48","BABBAGE","50m","GRAMINOIDS",2.903,"18.01","9.12","BABBAGE 50m",0.817434973578202,2.11819222196937,1.7746300008148,2.80496711074375
"49","BABBAGE","70m","DECIDUOUS SHRUBS",53.906,"43.01","34.89","BABBAGE 70m",19.5387025908567,50.5600371207111,40.7286588778952,59.8173045180738
"50","BABBAGE","70m","EVERGREEN SHRUBS",30.496,"46","42.58","BABBAGE 70m",20.9686189230997,44.518520549871,34.3697272782447,55.6362917665392
"51","BABBAGE","70m","FORBS",0.383,"0.03","2.03","BABBAGE 70m",1.12993390485644,1.33960521221161,1.14938739128411,2.36162907630205
"52","BABBAGE","70m","GRAMINOIDS",1,"2","1.83","BABBAGE 70m",0.335803353926167,0.752744110766798,0.532397639937699,0.822436511516571
"53","BABBAGE","90m","DECIDUOUS SHRUBS",64.697,"41","24.57","BABBAGE 90m",13.4545796513557,34.4429582636803,27.7885498348624,40.9493290223181
"54","BABBAGE","90m","EVERGREEN SHRUBS",23.166,"38.01","39.13","BABBAGE 90m",20.2276858262485,41.2999169668183,31.9749201234663,52.5185225573368
"55","BABBAGE","90m","FORBS",2.219,"3.04","2.36","BABBAGE 90m",1.05318991094828,2.49081943370402,1.56528432667255,2.98842421546578
"56","BABBAGE","90m","GRAMINOIDS",2.633,"8","24.25","BABBAGE 90m",5.42350320704281,12.6984041761607,10.4715717304498,15.8090077238157
"57","BLOWRIVER","10m","DECIDUOUS SHRUBS",6.137,"10","0.97","BLOWRIVER 10m",0.412620767019689,0.78491351287812,0.426243564113975,0.559733098372817
"58","BLOWRIVER","10m","EVERGREEN SHRUBS",23.209,"7","15.22","BLOWRIVER 10m",7.83685590233654,19.6716449777596,16.4861741769128,25.8362827659585
"59","BLOWRIVER","10m","FORBS",0.288,"1","0.47","BLOWRIVER 10m",0.111549489200115,0.190298158675432,0.151327146217227,0.346843445673585
"60","BLOWRIVER","10m","GRAMINOIDS",12.052,"57","62.53","BLOWRIVER 10m",6.38750174970482,16.2331898401026,12.7074630518327,17.9238541505183
"61","BLOWRIVER","30m","DECIDUOUS SHRUBS",23.795,"10","10.01","BLOWRIVER 30m",2.12137936323415,3.98633727873676,2.78075079084374,4.74152338667773
"62","BLOWRIVER","30m","EVERGREEN SHRUBS",12.166,"5","6.06","BLOWRIVER 30m",1.56298165698536,3.45086524169892,3.08234663214535,4.78112925775349
"63","BLOWRIVER","30m","FORBS",0.146,"0","2.87","BLOWRIVER 30m",1.71880447212607,1.46502847597003,0.804855754598975,2.71146841719747
"64","BLOWRIVER","30m","GRAMINOIDS",14.307,"77","65.42","BLOWRIVER 30m",5.94188598392066,14.4726003448013,11.4584706024034,17.210247453535
"65","BLOWRIVER","50m","DECIDUOUS SHRUBS",262.538,"60","44.34","BLOWRIVER 50m",189.806387748569,313.311570465565,223.581279024482,414.584880769253
"66","BLOWRIVER","70m","DECIDUOUS SHRUBS",154.69,"64","63.64","BLOWRIVER 70m",62.8217210299335,101.300089091063,70.973930940032,134.453933406621
"67","BLOWRIVER","70m","FORBS",1.636,"0.01","1.7","BLOWRIVER 70m",1.3765177577734,1.34119022637606,0.832264501601458,1.96597820520401
"68","BLOWRIVER","70m","GRAMINOIDS",3.439,"8","34.19","BLOWRIVER 70m",7.34779893152881,17.5151404943317,15.3146241339855,22.1830581971444
"69","BLOWRIVER","90m","DECIDUOUS SHRUBS",62.029,"47","27.04","BLOWRIVER 90m",22.4116644008318,36.516494441079,25.6540246668737,49.6759696282679
"70","BLOWRIVER","90m","EVERGREEN SHRUBS",6.921,"3","5.76","BLOWRIVER 90m",0.939274868462235,2.20793619100004,1.75331133138388,2.63235692097805
"71","BLOWRIVER","90m","FORBS",0,"0","1.89","BLOWRIVER 90m",1.15073143318295,0.826943693682551,0.748850850388408,1.49859394971281
"72","BLOWRIVER","90m","GRAMINOIDS",7.965,"25","64.14","BLOWRIVER 90m",10.5241048097087,23.861436688574,18.9680864500697,28.4920307577704
"73","BROWNSCREEK","10m","EVERGREEN SHRUBS",27.001,"30","55.36","BROWNSCREEK 10m",5.38738405751064,7.68869407847524,5.25692341267131,10.6824171845801
"74","BROWNSCREEK","10m","GRAMINOIDS",0.454,"4","7.45","BROWNSCREEK 10m",0.841258898610249,0.891774203628302,0.507023335958365,1.30016941414215
"75","BROWNSCREEK","10m","LICHENS",14.738,"22","13.96","BROWNSCREEK 10m",0.661506600066787,1.1226591632003,0.795731032034382,1.45486712554703
"76","BROWNSCREEK","30m","EVERGREEN SHRUBS",22.456,"27","46.66","BROWNSCREEK 30m",5.27340648090467,7.80510375963058,5.43302097881678,10.6058473379817
"77","BROWNSCREEK","30m","GRAMINOIDS",0.962,"10","8.3","BROWNSCREEK 30m",2.07546340185218,2.03504605032504,1.2499911505729,3.44797346461564
"78","BROWNSCREEK","30m","LICHENS",9.705,"15","16.08","BROWNSCREEK 30m",0.35188704248867,0.765809632604942,0.471588545129634,0.878256291209254
"79","BROWNSCREEK","50m","DECIDUOUS SHRUBS",274.01,"85","91.73","BROWNSCREEK 50m",90.0873125065118,227.149246111512,184.020244572312,274.480382751673
"80","BROWNSCREEK","70m","DECIDUOUS SHRUBS",91.419,"50","59.46","BROWNSCREEK 70m",37.1105732973665,91.2093226388097,73.0757779404521,110.372921798378
"81","BROWNSCREEK","70m","EVERGREEN SHRUBS",3.921,"12","23.13","BROWNSCREEK 70m",7.637668391224,12.86130941601,9.74677040544339,16.9281900115311
"82","BROWNSCREEK","70m","GRAMINOIDS",1.731,"5","5.29","BROWNSCREEK 70m",2.92786985635757,2.43223297223449,1.19841295480728,4.1504928059876
"83","BROWNSCREEK","70m","LICHENS",15.937,"20","1.53","BROWNSCREEK 70m",0.183546929067234,0.308965506032109,0.119110047351569,0.394046619010624
"84","BROWNSCREEK","90m","DECIDUOUS SHRUBS",55.895,"36","44.96","BROWNSCREEK 90m",30.1914738819469,75.9043101854622,60.9377800594084,91.6750641372055
"85","BROWNSCREEK","90m","EVERGREEN SHRUBS",0,"0","7.64","BROWNSCREEK 90m",1.65426227438729,2.40815695258789,1.86348765855655,3.57694001030177
"86","BROWNSCREEK","90m","GRAMINOIDS",3.54,"15","7.97","BROWNSCREEK 90m",1.85210986668244,2.08169457316399,1.44448600546457,2.47496320959181
"87","BROWNSCREEK","90m","LICHENS",12.678,"15","8.55","BROWNSCREEK 90m",0.514621954644099,1.1225626503583,0.923384588793851,1.40768918953836
"88","BUTLER","10m","DECIDUOUS SHRUBS",0,"0","0.34","BUTLER 10m",0,0,0,0
"89","BUTLER","10m","EVERGREEN SHRUBS",18.901,"31","50.97","BUTLER 10m",15.8791617277311,29.074658280937,21.5024752503959,37.6329073817469
"90","BUTLER","10m","GRAMINOIDS",1.898,"4.01","15.89","BUTLER 10m",2.54552886402234,2.6080860150978,1.23072334937751,3.8913377597928
"91","BUTLER","10m","LICHENS",2.916,"24.04","8.47","BUTLER 10m",1.19177297386341,2.08401688188314,1.5475696651265,2.73934266529977
"92","BUTLER","30m","DECIDUOUS SHRUBS",25.605,"28.01","9.27","BUTLER 30m",3.38774815481156,6.44372632633895,4.82778998278081,8.58955703862011
"93","BUTLER","30m","EVERGREEN SHRUBS",1.023,"0.02","3.93","BUTLER 30m",0.718680009245872,1.29929979145527,0.804098946973681,1.4052077382803
"94","BUTLER","30m","GRAMINOIDS",5.007,"34.01","34.4","BUTLER 30m",7.15011584054446,6.19177404977381,3.25548026012257,10.2424242333509
"95","BUTLER","30m","LICHENS",4.294,"15.05","8.78","BUTLER 30m",0.462483230920043,0.659916401375085,0.465468785259873,0.911989855114371
"96","BUTLER","50m","EVERGREEN SHRUBS",15.193,"38.01","33.88","BUTLER 50m",7.1156439203769,13.0228701950982,9.71018306678161,16.8577453866601
"97","BUTLER","50m","GRAMINOIDS",0.475,"1.02","9.82","BUTLER 50m",1.05016952613369,1.19047240400687,0.704941396601498,1.73587539047003
"98","BUTLER","50m","LICHENS",1.962,"6.07","8.25","BUTLER 50m",0.308641705603804,0.428217715583742,0.364866515621543,0.67609378695488
"99","BUTLER","70m","GRAMINOIDS",0.539,"3","0.95","BUTLER 70m",0.0400656135752797,0.0407013380900025,0.0189382238313556,0.0547274649143219
"100","BUTLER","70m","LICHENS",13.877,"24.02","9.12","BUTLER 70m",0.0660650206846185,0.14770142454654,0.121170398779213,0.197800868656486
"101","BUTLER","90m","EVERGREEN SHRUBS",25.8,"60.01","42.96","BUTLER 90m",9.12813495541923,17.0580120137893,12.650923460722,20.7277380577289
"102","BUTLER","90m","GRAMINOIDS",1.213,"1","16.42","BUTLER 90m",1.35301192669431,1.49950145324692,0.923027542186901,3.30614646617323
"103","BUTLER","90m","LICHENS",8.309,"23.05","17.61","BUTLER 90m",0.452062509022653,1.05439312243834,0.936722714919597,1.46197346691042
"104","CALF","10m","DECIDUOUS SHRUBS",11.192,"8.01","1.44","CALF 10m",0.693095460534096,2.43687281012535,2.03969173133373,3.25081389397383
"105","CALF","10m","EVERGREEN SHRUBS",32.928,"10","21.43","CALF 10m",12.610089055961,37.3125239638612,30.8777143452317,43.1338071641512
"106","CALF","10m","FORBS",0,"0","0.37","CALF 10m",0.19958218280226,0.209463723003864,0.121951498091221,0.638252286240458
"107","CALF","10m","GRAMINOIDS",10.787,"68","73.49","CALF 10m",11.7433426954085,30.9682439214084,25.7693086573854,37.1779519564006
"108","CALF","30m","DECIDUOUS SHRUBS",24.031,"30","29.01","CALF 30m",7.50234867585823,20.7022910828236,17.8119597204495,25.5459922001464
"109","CALF","30m","EVERGREEN SHRUBS",36.586,"12","23.48","CALF 30m",6.08597570302663,18.4112911050906,14.9659168977523,21.745674478123
"110","CALF","30m","FORBS",0,"0.01","5.43","CALF 30m",1.52492495905608,2.73375914432108,1.91072841803543,2.73977489490062
"111","CALF","30m","GRAMINOIDS",7.82,"54","38.78","CALF 30m",3.18355612515006,8.55165897030383,7.02987562632188,10.0784819490509
"112","CALF","50m","DECIDUOUS SHRUBS",2.603,"1","5.64","CALF 50m",0.917322582914494,2.57078041974455,2.24609681870788,2.96096233534627
"113","CALF","50m","EVERGREEN SHRUBS",30.879,"28","11.79","CALF 50m",2.82273934443947,8.14201647299342,7.04905231087469,9.88834556541406
"114","CALF","50m","FORBS",1.314,"8","1.17","CALF 50m",0.106756472028792,0.304404241964221,0.103107050992548,0.391939911991358
"115","CALF","50m","GRAMINOIDS",5.756,"55.01","80.28","CALF 50m",3.1195223115501,8.01564466615673,6.29460825712886,9.39061785978265
"116","CALF","70m","DECIDUOUS SHRUBS",27.477,"25.01","10.24","CALF 70m",5.40463290270418,16.7689645383507,12.5165761616081,17.5966565199196
"117","CALF","70m","EVERGREEN SHRUBS",0,"0","7.5","CALF 70m",2.93969218153507,9.24423973355442,8.1562180891633,11.3584077907726
"118","CALF","70m","FORBS",0,"0","0.75","CALF 70m",0.510545015335083,0.246008466929197,0.125493802130222,0.799722090363503
"119","CALF","70m","GRAMINOIDS",10.651,"67","73.9","CALF 70m",7.7421730189526,18.4017213512561,15.7199267442629,23.929987529933
"120","CALF","90m","DECIDUOUS SHRUBS",12.492,"19","1.04","CALF 90m",0.193107034079731,0.536039414815605,0.436791585758328,0.703450485132635
"121","CALF","90m","EVERGREEN SHRUBS",0.028,"0","0.69","CALF 90m",0.1166662593605,0.481179773807526,0.762628916185349,0.733757456531748
"122","CALF","90m","FORBS",0.116,"0","0.43","CALF 90m",0.0820937212556601,0.11092088650912,0.0825177188962698,0.118185209110379
"123","CALF","90m","GRAMINOIDS",13.2,"67","95.37","CALF 90m",5.52044611115707,13.5850683061872,10.6238086156081,16.2626668375451
"124","COALCREEK","10m","DECIDUOUS SHRUBS",48.851,"65","22.48","COALCREEK 10m",4.62891996151302,9.92334854183719,7.74004284897819,12.3673299956135
"125","COALCREEK","10m","EVERGREEN SHRUBS",0.964,"0.01","17.58","COALCREEK 10m",2.84333357241121,5.10964507621247,3.9690297463676,7.08489099261351
"126","COALCREEK","10m","GRAMINOIDS",0.603,"0","16.76","COALCREEK 10m",4.14846430395846,4.89455876627471,3.02752440667246,6.89858850231394
"127","COALCREEK","10m","LICHENS",42.833,"31.01","40.62","COALCREEK 10m",1.69068845341098,3.5093701510923,2.61670110479463,4.31389502156526
"128","COALCREEK","30m","DECIDUOUS SHRUBS",49.643,"76","51.06","COALCREEK 30m",20.7403119987575,45.5125719881617,35.9678280455992,56.962570455391
"129","COALCREEK","30m","EVERGREEN SHRUBS",16.54,"12.01","22.63","COALCREEK 30m",6.52149080857635,13.1197528615594,10.1690999381244,16.5317755453289
"130","COALCREEK","30m","GRAMINOIDS",0.003,"0","0.61","COALCREEK 30m",0.106048565357924,0.203132905066013,0.101931912824512,0.33888416737318
"131","COALCREEK","30m","LICHENS",32.119,"12.02","9.25","COALCREEK 30m",1.30075047491118,2.94355124048889,2.20183616364375,3.28261158242822
"132","COALCREEK","50m","DECIDUOUS SHRUBS",10.261,"0","8.78","COALCREEK 50m",2.45429343637079,5.09165169089101,4.17306438088417,6.57728755380958
"133","COALCREEK","50m","EVERGREEN SHRUBS",9.38,"55","59.77","COALCREEK 50m",9.89518763893284,19.6784281563014,14.9350149473175,25.0140887782909
"134","COALCREEK","50m","GRAMINOIDS",0.119,"2","5.09","COALCREEK 50m",0.508330905053299,0.66672275098972,0.360022176522762,0.805114679737017
"135","COALCREEK","50m","LICHENS",14.739,"36.03","14.45","COALCREEK 50m",0.473293033603113,1.0166515277233,0.864059324376285,1.34609745140187
"136","COALCREEK","70m","DECIDUOUS SHRUBS",0,"0","0.08","COALCREEK 70m",0,0,0,0
"137","COALCREEK","70m","EVERGREEN SHRUBS",2.545,"6","4.35","COALCREEK 70m",0.405479983135592,0.800364398397505,0.612261391244829,1.01554845739156
"138","COALCREEK","70m","GRAMINOIDS",0.075,"2","9.47","COALCREEK 70m",0.994205256341957,0.857173953321762,0.455900016240776,1.50246545742266
"139","COALCREEK","70m","LICHENS",14.77,"75.02","58.4","COALCREEK 70m",0.607177836878691,1.50141245406121,1.17901557520963,1.75140118855052
"140","COALCREEK","90m","EVERGREEN SHRUBS",10.273,"18","30.39","COALCREEK 90m",1.80912499691476,3.58937242848333,2.7409115327755,4.55213983892463
"141","COALCREEK","90m","LICHENS",10.479,"26.04","15.33","COALCREEK 90m",0.085572515410604,0.201937356148846,0.160901451134123,0.243669522693381
"142","DEW","10m","DECIDUOUS SHRUBS",50.169,"68","50.3","DEW 10m",12.8564913378796,36.5938306595199,30.0759377558716,43.9912217950914
"143","DEW","10m","EVERGREEN SHRUBS",30.213,"22","35.56","DEW 10m",9.57437945099082,25.9468724019825,21.9360608472489,30.6782778301276
"144","DEW","10m","FORBS",0,"0","1.59","DEW 10m",0.172156380489469,0.289396485779434,0.210622695274651,0.126900179311633
"145","DEW","10m","GRAMINOIDS",0.733,"2","8.4","DEW 10m",0.453567818156444,1.35238083661534,0.81871505244635,1.29880593600683
"146","DEW","30m","DECIDUOUS SHRUBS",13.038,"25","22.35","DEW 30m",4.0994211146608,11.6497642409522,9.61168970610015,14.0176854778547
"147","DEW","30m","EVERGREEN SHRUBS",4.821,"10","3.72","DEW 30m",0.303383785998449,0.915533549617976,0.794688476715237,0.8839321131818
"148","DEW","30m","FORBS",2.804,"3","0.57","DEW 30m",0.0523762025404721,0.026905813254416,0.0630101645365357,0.0399730419740081
"149","DEW","30m","GRAMINOIDS",0.066,"0.01","15.41","DEW 30m",1.51574012843776,3.16111050831387,2.73855388234369,4.49448530341033
"150","DEW","30m","LICHENS",2.387,"0.03","9.84","DEW 30m",3.02674374647904,5.53328785044141,4.06071753823198,7.22629393800162
"151","DEW","50m","DECIDUOUS SHRUBS",38.787,"63","64.84","DEW 50m",8.81570785795338,25.1769404008519,20.8880493366159,29.4809504856821
"152","DEW","50m","EVERGREEN SHRUBS",14.792,"15","8.34","DEW 50m",0.812821454994264,2.14804630773142,1.86598239652812,2.60489780415082
"153","DEW","50m","FORBS",3.27,"5","0.32","DEW 50m",0.0289581706747413,0.0272871386259794,0.0147287738509476,0.0436869468539953
"154","DEW","50m","GRAMINOIDS",0.595,"3","9.55","DEW 50m",0.428176547880867,1.22607406263705,0.997392814373598,2.15520615532296
"155","DEW","50m","LICHENS",6.735,"8.03","6.3","DEW 50m",3.7519429223612,7.02476663514972,5.27485813479871,8.62610913999379
"156","DEW","70m","DECIDUOUS SHRUBS",10.831,"15","13.08","DEW 70m",2.80172416206915,8.32907141419128,6.73869739100337,9.85958342207596
"157","DEW","70m","EVERGREEN SHRUBS",14.5,"6","4.45","DEW 70m",0.496910773101263,1.2834108627867,1.22764277458191,1.51324779412244
"158","DEW","70m","FORBS",0.176,"0.01","0.92","DEW 70m",0.0859489801805466,0.0881479176459834,0.050684416317381,0.136633400106803
"159","DEW","70m","GRAMINOIDS",0.276,"4","3.82","DEW 70m",0.138800494838506,0.302231995621696,0.316101012984291,0.366207050043158
"160","DEW","70m","LICHENS",9.274,"11.05","5.6","DEW 70m",0.958192564779893,1.40962736378424,1.33402415085584,2.29170672409236
"161","DEW","90m","DECIDUOUS SHRUBS",12.423,"25","16.89","DEW 90m",3.50005403382238,9.91070739668794,8.19597025727853,12.038752487977
"162","DEW","90m","EVERGREEN SHRUBS",0.625,"0.01","11.8","DEW 90m",3.03958244749811,8.48840263509192,6.8631745185703,9.90048685437068
"163","DEW","90m","FORBS",2.704,"5.01","2.39","DEW 90m",0.611323030898347,0.472370318137109,0.691181376576424,1.19767164764926
"164","DEW","90m","GRAMINOIDS",0,"0","8.72","DEW 90m",0.778573417584994,1.05412935334607,0.424339453224093,2.02073339634808
"165","DEW","90m","LICHENS",1.673,"1.04","20.68","DEW 90m",10.8458407316357,21.1175275398418,15.3696676809341,24.7763170008548
"166","EXCELSIOR","10m","DECIDUOUS SHRUBS",10.966,"16","5.06","EXCELSIOR 10m",0.51770522701554,1.22369125834666,0.799054445582442,1.58194926381111
"167","EXCELSIOR","10m","EVERGREEN SHRUBS",2.139,"8","5.59","EXCELSIOR 10m",1.76233005849645,2.94814426091034,1.98434036655817,3.32963041495532
"168","EXCELSIOR","10m","GRAMINOIDS",1.77,"10","2.27","EXCELSIOR 10m",0.499512199196033,0.459884976502508,0.328513811575249,0.951067234622315
"169","EXCELSIOR","10m","LICHENS",25.629,"51.03","67.47","EXCELSIOR 10m",2.02309702623461,4.51565445307642,3.65188852697611,5.60959336278029
"170","EXCELSIOR","30m","DECIDUOUS SHRUBS",0.65,"0.01","1.63","EXCELSIOR 30m",0.465889459475875,1.06221496127546,0.660309927538037,1.22079636156559
"171","EXCELSIOR","30m","EVERGREEN SHRUBS",9.352,"36","36.55","EXCELSIOR 30m",10.0045645039063,17.768483917811,13.7996418573894,23.2503334614448
"172","EXCELSIOR","30m","GRAMINOIDS",0.841,"4.02","11.2","EXCELSIOR 30m",2.63143871736247,2.38906576763839,1.11789564229548,3.65362533647567
"173","EXCELSIOR","30m","LICHENS",41.243,"56.02","42.3","EXCELSIOR 30m",1.93178616491787,4.76224106340669,3.597114659613,6.04668347886764
"174","EXCELSIOR","50m","EVERGREEN SHRUBS",0,"0","0.57","EXCELSIOR 50m",0.0509170684963465,0.0924993837252259,0.0435218373313546,0.0757346786558628
"175","EXCELSIOR","50m","GRAMINOIDS",0.24,"2","0.11","EXCELSIOR 50m",NA,0,0,0
"176","EXCELSIOR","50m","LICHENS",67.67,"65.02","79.66","EXCELSIOR 50m",1.58244109140651,4.14456867286935,3.43314224504866,5.01551848324016
"177","EXCELSIOR","70m","DECIDUOUS SHRUBS",136.109,"90","77.8","EXCELSIOR 70m",74.3668502422515,138.04385452508,103.862380302977,176.753205788322
"178","EXCELSIOR","70m","EVERGREEN SHRUBS",1.752,"0.01","3.9","EXCELSIOR 70m",3.36715360032395,6.85098195075989,4.48145078774542,7.63991077896208
"179","EXCELSIOR","70m","GRAMINOIDS",0,"0.01","0.95","EXCELSIOR 70m",0.305610872805119,0.752715885639191,0.499841010197997,1.23404011875391
"180","EXCELSIOR","70m","LICHENS",35.522,"6.04","2","EXCELSIOR 70m",0.511896720156074,1.03224438801408,1.08570438623428,1.49253153800964
